IDPlans,Department,Title,Amount,Detail,UseForUnit,PlanName,WorkName,BudgetName,BudgetType,EmpCatagory,GroupType,Year,PSUPassport,FileUpload
160,งานบริการการศึกษา,ค่าบริหารสิทธิ์,2000,เพื่อเป็นค่าบริหารสิทธิ์ในการยืนยันผ่านระบบ Clearing House ในกรณีที่คณะรับนักศึกษาเอง,ส่วนกลางคณะ,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบดำเนินงาน,ค่าใช้สอย,ไม่ต้องจับกลุ่ม group,2020,pachisa.k,
161,งานบริการการศึกษา,ค่าวัสดุการศึกษา,30000,เพื่อเป็นค่าวัสดุการศึกษา ในรายการดังนี้ 1) เพื่อเป็นค่าถ่ายกระดาษคำตอบ/ซองข้อสอบ/กระดาษคำตอบคอมพิวเตอร์ 2) เพื่อค่าถ่ายเอกสารข้สอบ เอกสารประกอบการเรียนการสอน 3) ค่าถ่ายเอกสารปัญหาพิเศษ สาขาวิชาเศรษฐศาสตร์ และ สาขาวิชาเศรษฐศาสตร์เกษตร 4) ค่าโปสเตอร์ สาขาวิชาเศรษฐศาสตร์ และ สาขาวิชาเศรษฐศาสตร์เกษตร,ส่วนกลางคณะ,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบดำเนินงาน,ค่าวัสดุ,ไม่ต้องจับกลุ่ม group,2020,pachisa.k,
162,งานบริการการศึกษา,ค่าของที่ระลึก,8000,เพื่อเป็นค่าของที่ระลึกใช้ในงานการเรียนการสอน แบ่งเป็น สาขาวิชาเศรษฐศาสตร์ 10 ครั้ง x 800 บาท,สาขาวิชาเศรษฐศาสตร์,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบเงินอุดหนุน,ค่าวัสดุ,ไม่ต้องจับกลุ่ม group,2020,pachisa.k,
163,งานบริการการศึกษา,ค่าของที่ระลึก,16000,เพื่อเป็นค่าของที่ระลึกใช้ในงานการเรียนการสอน แบ่งเป็น สาขาวิชาเศรษฐศาสตร์เกษตร 20 ครั้ง x 800 บาท,สาขาวิชาเศรษฐศาสตร์เกษตร,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบดำเนินงาน,ค่าวัสดุ,ไม่ต้องจับกลุ่ม group,2020,pachisa.k,
164,งานบริการการศึกษา,สนับสนุนการเรียนการสอนสาขาวิชาเศรษฐศาสตร์,75000,เพื่อเป็นค่าใช้จ่ายสนับสนุนกิจกรรมการเรียนการสอนของสาขาวิชาเศรษฐศาสตร์ ดังนี้ 1) กิจกรรมทางวิชาการ เช่น การอบรมโปรแกรมคอมพิวเตอร์ อบรมภาษาอังกฤษ ฯลฯ,สาขาวิชาเศรษฐศาสตร์,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบเงินอุดหนุน,ไม่มี,ไม่ต้องจับกลุ่ม group,2020,pachisa.k,
165,งานบริการการศึกษา,สนับสนุนการเรียนการสอนสาขาวิชาเศรษฐศาสตร์,64000,"เพื่อเป็นค่าใช้จ่ายสนับสนุนกิจกรรมการเรียนการสอนของสาขาวิชาเศรษฐศาสตร์ ดังนี้ 2) ทุนการศึกษาสำหรับนักศึกษาโครงการคัดเลือกนักเรียนที่มีทักษะทางเศรษฐศาสตร์จากการแข่งตอบปัญหา ระดับมัธยมศึกษาเข้าศึกษาในคณะเศรษฐศาสตร์ จำนวน 2 ทุน x 16,000 บาท x 2 ภาคการศึกษา",สาขาวิชาเศรษฐศาสตร์,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบเงินอุดหนุน,ไม่มี,ไม่ต้องจับกลุ่ม group,2020,pachisa.k,
166,งานบริการการศึกษา,สนับสนุนการเรียนการสอนสาขาวิชาเศรษฐศาสตร์เกษตร,75000,เพื่อเป็นค่าใช้จ่ายสนับสนุนกิจกรรมการเรียนการสอนของสาขาวิชาเศรษฐศาสตร์เกษตร ดังนี้ 1) กิจกรรมเสริมหลักสูตร คือ กิจกรรมพัฒนาทักษะการเรียนรู้และพัฒนาบุคลิกภาพ ประกอบด้วย ภาษาอังกฤษ ภาวะผู้นำ ทักษะการสื่อสาร การทำงานเป็นทีม ความคิดสร้างสรรค์ กิจกรรมทัศนศึกษา เปิดโลกทัศน์,สาขาวิชาเศรษฐศาสตร์เกษตร,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบเงินอุดหนุน,ไม่มี,ไม่ต้องจับกลุ่ม group,2020,pachisa.k,
167,งานบริการการศึกษา,สนับสนุนการเรียนการสอนสาขาวิชาเศรษฐศาสตร์เกษตร,160000,"เพื่อเป็นค่าใช้จ่ายสนับสนุนการเรียนการสอนของสาขาวิชาเศรษฐศาสตร์เกษตร ดังนี้ 2) ทุนการศึกษานักศึกษาโครงการ “นักธุรกิจเกษตรรุ่นใหม่” จำนวน 5 ทุน x 16,000 บาท x 2 ภาคการศึกษา",สาขาวิชาเศรษฐศาสตร์เกษตร,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบเงินอุดหนุน,ไม่มี,ไม่ต้องจับกลุ่ม group,2020,pachisa.k,
170,งานพัฒนานักศึกษา,สนับสนุนการเรียนการสอนรายวิชาหมวดศึกษาทั่วไป,30000,- เพื่อเป็นค่าใช้จ่ายสนับสนุนกิจกรรมการเรียนการสอนในหมวดวิชาศึกษาทั่วไปปีการศึกษา 2563 ได้แก่ รายวิชาประโยชน์เพื่อนมนุษย์ ให้กับนักศึกษาชั้นปีที่ 1 ในสาขาวิชาเศรษฐศาสตร์ และสาขาวิชาเศรษฐศาสตร์เกษตร,ส่วนกลางคณะ,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบเงินอุดหนุน,ไม่มี,ไม่ต้องจับกลุ่ม group,2020,kaniknun.k,
171,งานวิจัย,เศรษฐวิจัย,40000,"เพื่อจัดโครงการ ""เศรษฐวิจัย ครั้งที่ 10"" (ส่วนเกินจากเบิกเงินรายได้ 40,000 บ. แล้ว สามารถเบิกจากกองทุนวิจัยคณะฯ ได้ แต่ไม่เกิน 44,000 บาท) เอกสารแนบ : รายละเอียดโครงการเศรษฐวิจัยครั้งที่ 9 หมายเหตุ : ยังไม่มีการใช้จ่ายในครั้งที่ 9 เนื่องจากเปลี่ยนเป็นแบบ Online เพราะสถานการณ์ Covid-19",สาขาวิชาเศรษฐศาสตร์,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบเงินอุดหนุน,ไม่มี,ไม่ต้องจับกลุ่ม group,2020,sirikarn.k,ID170_sirikarn.k_3cccf3dc.pdf
172,งานวิจัย,การเสนอผลงานทางวิชาการของนักศึกษาสาขาวิชาเศรษฐศาสตร์เกษตร,20000,"ขอปรับลดเป็น 20,000 บาท (จากเดิมที่ตั้งไว้ 25,000 บาท โดยพิจารณาให้กองทุนวิจัยฯ สนับสนุนส่วนที่เกินเหมือนโครงการเศรษฐวิจัยของสาขา ศศ. เพื่อจัดโครงการนำเสนอผลงานวิชาการของนักศึกษาสาขาวิชาเศรษฐศาสตร์เกษตร ครั้งที่ 8 เอกสารแนบ : โครงการนำเสนอผลงานของ นศ.สาขา ศก. ครั้งที่ 7 หมายเหตุ : ขอตั้งไว้เผื่อสาขาจะเพิ่มกิจกรรมย่อยอื่นๆ เช่น เชิญวิทยาการมาบรรยายพิเศษ หรือการประกวดต่างๆ",สาขาวิชาเศรษฐศาสตร์เกษตร,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบเงินอุดหนุน,ไม่มี,ไม่ต้องจับกลุ่ม group,2020,sirikarn.k,ID171_sirikarn.k_6c3bbdbb.pdf
173,งานวิจัย,กิจกรรม Academic Lunch Talks แลกเปลี่ยนความคิดเห็นทางวิชาการและงานวิจัย,10000,"สาขาวิชาเศรษฐศาสตร์เกษตร ขอปรับลดเป็น 10,000 บ. (จากเดิมตั้งไว้ 30,000 บาท) เพื่อรองรับดังนี้ 1) แลกเปลี่ยนเรียนรู้ระหว่างเพื่อนอาจารย์จากการได้เข้าร่วมอบรม/สัมมนา/ดูงาน 2) KM องค์ความรู้สู่เพื่อนอาจารย์ 3) พูดคุยร่วมกับนักวิชาการเพื่อสร้างเครือข่ายความร่วมมือวิจัยและวิชาการ 4) พูดคุยวิชาการในสาขา หมายเหตุ : เนื่องด้วยอาจารย์มีภารกิจค่อนข้างมาก จำนวนที่จัดจึงอาจจะลดลง",สาขาวิชาเศรษฐศาสตร์เกษตร,แผนงานสนับสนุนการศึกษา,งานพัฒนาหลักสูตรและการเรียนการสอน,รายจ่ายประจำ,งบรายจ่ายอื่น,ค่าใช้สอย,ไม่ต้องจับกลุ่ม group,2020,sirikarn.k,
174,งานวิจัย,ค่าใช้จ่ายประชาสัมพันธ์งานวิจัย สาขาวิชาเศรษฐศาสตร์,5000,"เพื่อเป็นค่าใช้จ่ายประชาสัมพันธ์และเผยแพร่งานวิจัยของอาจารย์ สาขาวิชาละ 5,000 บ. เช่น 1) จัดทำ Poster ผลงานวิจัยของอาจารย์ โชว์ในงานวิชาการต่างๆ เช่น ม.อ.วิชาการ, การจัดสัมมนาวิชาการ, การจัดประชุมวิชาการ 2) เผยแพร่ Abtract ผลงานวิจัย, ผลงานตีพิมพ์ และผลงานที่นำเสนอในการประชุมวิชาการ ไว้บนเว็บไซต์คณะฯ เพื่อให้ผู้สนใจเข้าถึงได้ (สำหรับรายการที่ 3 นี้-ไม่มีค่าใช้จ่ายใดๆ) 3) สำเนาเล่มโครงการวิจัยของอาจารย์ เพื่อจัดบริการให้นักศึกษาได้ยืม 4) แผ่นพับ จุลสาร (หากมี) เป็นต้น หมายเหตุ : ปีงบประมาณ 2560-2561 สาขา ศก.เสนอขอตั้ง และปีงบประมาณ 2562 คณะฯ ตั้งไว้สำหรับ 2 สาขา",สาขาวิชาเศรษฐศาสตร์,แผนงานการวิจัย,งานสนับสนุนวิจัย,รายจ่ายประจำ,งบรายจ่ายอื่น,ค่าวัสดุ,ไม่ต้องจับกลุ่ม group,2020,sirikarn.k,
176,งานวิจัย,ค่าใช้จ่ายประชาสัมพันธ์งานวิจัย สาขาวิชาเศรษฐศาสตร์เกษตร,5000,"เพื่อเป็นค่าใช้จ่ายประชาสัมพันธ์และเผยแพร่งานวิจัยของอาจารย์ สาขาวิชาละ 5,000 บ. เช่น 1) จัดทำ Poster ผลงานวิจัยของอาจารย์ โชว์ในงานวิชาการต่างๆ เช่น ม.อ.วิชาการ, การจัดสัมมนาวิชาการ, การจัดประชุมวิชาการ 2) เผยแพร่ Abtract ผลงานวิจัย, ผลงานตีพิมพ์ และผลงานที่นำเสนอในการประชุมวิชาการ ไว้บนเว็บไซต์คณะฯ เพื่อให้ผู้สนใจเข้าถึงได้ (สำหรับรายการที่ 3 นี้-ไม่มีค่าใช้จ่ายใดๆ) 3) สำเนาเล่มโครงการวิจัยของอาจารย์ เพื่อจัดบริการให้นักศึกษาได้ยืม 4) แผ่นพับ จุลสาร (หากมี) เป็นต้น หมายเหตุ : ปีงบประมาณ 2560-2561 สาขา ศก.เสนอขอตั้ง และปีงบประมาณ 2562 คณะฯ ตั้งไว้สำหรับ 2 สาขา",สาขาวิชาเศรษฐศาสตร์เกษตร,แผนงานการวิจัย,งานสนับสนุนวิจัย,รายจ่ายประจำ,งบรายจ่ายอื่น,ค่าวัสดุ,ไม่ต้องจับกลุ่ม group,2020,sirikarn.k,
177,งานห้องอ่านหนังสือ,ค่าวัสดุ วารสาร และตำราเรียน/แบบจำลองเกม,20000,"ยืนยันคงเดิม 20,000 บ. (หรือแล้วแต่ดุลพินิจ) โดยปกติจะเบิกจ่ายจากเงินงบประมาณแผ่นดินก่อน หากไม่เพียงพอจึงขอเบิกจากเงินรายได้ฯ แต่ปีงบฯ 63 มีความจำเป็นต้องเบิกจากเงินรายได้ทั้งหมด พร้อมแนบผลจากการ",ส่วนกลางคณะ,แผนงานสนับสนุนการศึกษา,งานพัฒนาหลักสูตรและการเรียนการสอน,รายจ่ายประจำ,งบดำเนินงาน,ค่าวัสดุ,ไม่ต้องจับกลุ่ม group,2020,sirikarn.k,
178,งานวิจัย,การประชุมเครือข่ายเศรษฐศาสตร์เกษตร 5 สถาบัน & สัมมนาประจำปีสาขาวิชาเศรษฐศาสตร์เกษตร,100000,"สาขาวิชาเศรษฐศาสตร์เกษตรยังคงไว้ที่ 100,000 บ. 1) ค่าใช้จ่ายในการเดินทางไปเข้าร่วมประชุม/สัมมนาเครือข่ายเศรษฐศาสตร์เกษตรสำหรับอาจารย์สาขาวิชาเศรษฐศาสตร์เกษตร 2) ค่าใช้จ่ายอื่นๆ ที่เกี่ยวข้องกับการจัดประชุมวิชาการเครือข่ายเศรษฐศาสตร์เกษตร 5 สถาบัน หมายเหตุ : ค่าสนับสนุนการจัดประชุมวิชาการฯ เบิกจากกองทุนวิจัยคณะฯ ตามประกาศฯ หัวข้อ 2.1 หน้า 3 กรณีเป็นเจ้าภาพร่วม 100,000 บ. และเป็นเจ้าภาพหลัก 200,000 บ. ได้อยู่แล้ว หมายเหตุ : สาขาเศรษฐศาสตร์เกษตรเสนอขอตั้ง",สาขาวิชาเศรษฐศาสตร์เกษตร,แผนงานสนับสนุนการศึกษา,งานพัฒนาบุคลากรสายวิชาการ (สาย ก),รายจ่ายประจำ,งบรายจ่ายอื่น,ค่าใช้สอย,ไม่ต้องจับกลุ่ม group,2020,sirikarn.k,
179,งานการเจ้าหน้าที่,ค่าตอบแทนนอกเหนือจากเงินเดือน,1008000,"เพื่อเป็นเงินประจำตำแหน่งและค่าตอบแทนนอกเหนือจากเงินประจำตำแหน่ง ดังนี้ (1) คณบดี(เงิน ปจต.10,000 บาท + เงินเบิ้ล 10,000 บาท) x 12 เดือน (2) รองคณบดี 3 คน (เงิน ปจต. 5,600 บาท +เงินเบิ้ล 5,600 บาท) x 12 เดือน x 3 คน (3) ผู้ช่วยคณบดี (เงิน ปจต. 2,000 บาท + เงินเบิ้ล 2,000 บาท) x 12 เดือน x 1 คน (4) หัวหน้าสาขาวิชา 2 คน (เงิน ปจต. 5,600 บาท+เงินเบิ้ล 5,600 บาท)x 12 เดือน x 2 เดือน (5) รองหัวหน้าสาขาวิชา 2 คน 2,000 คน x 12 เดือน x 2 คน",ส่วนกลางคณะ,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบดำเนินงาน,ค่าตอบแทน,ไม่ต้องจับกลุ่ม group,2020,pattama.ru,
180,งานการเจ้าหน้าที่,ค่าโทรศัพท์,39000,"เพื่อเป็นค่าโทรศัพท์เคลื่อนที่ของผู้บริหาร,หัวหน้าสาขาวิชา ดังนี้ (1) คณบดี 750 บาท/เดือน (750 บาท x 12 เดือน x 1 คน) : 9,000 บาท (2) รองคณบดี 500 บาท/เดือน (500 บาท x 12 เดือน x 3 คน) : 18,000 บาท (3) หัวหน้าสาขาวิชา 500 บาท/เดือน (500 บาท x 12 เดือน x 2 คน) : 12,000 บาท",ส่วนกลางคณะ,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบดำเนินงาน,ค่าสาธารนูปโภค,ไม่ต้องจับกลุ่ม group,2020,pattama.ru,
181,งานเทคโนโลยีสารสนเทศ,จอคอมพิวเตอร์,4500,จอเครื่องคอมพิวเตอร์สำหรับงานแผนฯ ขนาด 23 นิ้ว จำนวน 1 จอ,ส่วนกลางคณะ,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบลงทุน,ค่าครุภัณฑ์,ไม่ต้องจับกลุ่ม group,2020,chaimanat.l,
182,งานแผน,ค่าเบี้ยประชุม,30000,เพื่อเป็นค่าเบี้ยประชุมสำหรับคณะกรรมการประจำคณะฯ เลขานุการ และที่ปรึกษาคณบดี (ถ้ามี) (ประชุมประมาณ 6 ครั้งต่อปี),ส่วนกลางคณะ,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบดำเนินงาน,ค่าตอบแทน,ไม่ต้องจับกลุ่ม group,2020,manasikarn.sm,
183,งานพัสดุ,ค่าจ้างเหมาบุคคล,60000,"เพื่อเป็นค่าจ้างเหมาบุคคล มาปฏิบัติงานให้คณะฯ ในระยะสั้น ขอตั้งงบประมาณ 60,000 บาท",ส่วนกลางคณะ,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบดำเนินงาน,ค่าใช้สอย,ไม่ต้องจับกลุ่ม group,2020,manasikarn.sm,
184,งานการเจ้าหน้าที่,ค่าใช้จ่ายกิจกรรม 5ส,25000,เพื่อเป็นค่าใช้จ่ายดำเนินกิจกรรม 5ส ของคณะฯ,ส่วนกลางคณะ,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบรายจ่ายอื่น,ไม่มี,ไม่ต้องจับกลุ่ม group,2020,manasikarn.sm,
185,งานการเจ้าหน้าที่,ค่าบรรณสารสงเคราะห์สายสนับสนุน,1200,"เพื่อเป็นค่าใช้จ่ายเบิกตามระเบียบบรรณสารสงเคราะห์เฉพาะบุคลากรที่รับผิดชอบงาน IT และโสตทัศนูปกรณ์ จำนวน 2 คน x 600 บาท = 1,200 บาท",ส่วนกลางคณะ,แผนงานการบริหารการศึกษา,งานพัฒนาบุคลากรฝ่ายบริหารและสายสนับสนุน,รายจ่ายประจำ,งบเงินอุดหนุน,ไม่มี,ไม่ต้องจับกลุ่ม group,2020,manasikarn.sm,
186,งานการเจ้าหน้าที่,ตำแหน่งอาจารย์ พนักงานมหาวิทยาลัยเงินรายได้,324000,"เพื่อเป็นค่าจ้างพนักงานมหาวิทยาลัยที่จ้างด้วยเงินรายได้คณะ ตำแหน่งอาจารย์ วุฒิปริญญาโทหรือเอกทางเศรษฐศาสตร์เกษตร หรือสาขาวิชาที่เกี่ยวข้อง ค่าจ้าง ป.โท เดือนละ 27,000 บาท x 12 เดือน x 1 อัตรา = 324,000 บาท",ส่วนกลางคณะ,แผนงานจัดการศึกษา,งานจัดการศึกษาคณะเศรษฐศาสตร์,รายจ่ายประจำ,งบบุคลากร,ค่าจ้าง,ไม่ต้องจับกลุ่ม group,2020,manasikarn.sm,
187,งานการเจ้าหน้าที่,ค่าบรรณสารสงเคราะห์สายวิชาการ,32400,"เพื่อเป็นค่าบรรณสารสงเคราะห์สำหรับอาจารย์ จำนวน 27 คน x 1,200 บาท",ส่วนกลางคณะ,แผนงานสนับสนุนการศึกษา,งานพัฒนาหลักสูตรและการเรียนการสอน,รายจ่ายประจำ,งบเงินอุดหนุน,ไม่มี,ไม่ต้องจับกลุ่ม group,2020,manasikarn.sm,
188,งานการเจ้าหน้าที่,เงินสมทบบรรณสารสงเคราะห์,102600,"เพื่อสนับสนุนเป็นค่าใช้จ่ายสมทบกรณีสวัสดิการบรรณสารสงเคราะห์ของอาจารย์ไม่เพียงพอ จำนวน 27 คน คนละ 3,800 บาทต่อไป",ส่วนกลางคณะ,แผนงานสนับสนุนการศึกษา,งานพัฒนาบุคลากรสายวิชาการ (สาย ก),รายจ่ายประจำ,งบรายจ่ายอื่น,ไม่มี,ไม่ต้องจับกลุ่ม group,2020,manasikarn.sm,
189,งานแผน,ค่าอาหาร อาหารว่างและเครื่องดื่ม,5000,"เพื่อเป็นค่าอาหาร อาหารว่างเเละเครื่องดื่ม สำหรับประชุมคณะกรรมการประจำคณะฯ จำนวน 5,000 บาท",ส่วนกลางคณะ,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบดำเนินงาน,ค่าใช้สอย,ไม่ต้องจับกลุ่ม group,2020,manasikarn.sm,
190,งานเทคโนโลยีสารสนเทศ,ชุดโปรแกรม Adobe Cloud,19200,ชุดโปรแกรม Adobe Cloud จำนวน 2 License ละ 800 บาท ต่อเดือน ระยะเวลา 1 ปี,ส่วนกลางคณะ,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบดำเนินงาน,ค่าใช้สอย,ไม่ต้องจับกลุ่ม group,2020,chaimanat.l,
191,งานการเจ้าหน้าที่,ค่าตอบแทนปฏิบัติงานนอกเวลาราชการ,10000,เพื่อเป็นค่าตอบแทนให้กับบุคลากรที่ปฏิบัติงานนอกเวลาราชการให้กับคณะฯ,ส่วนกลางคณะ,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบดำเนินงาน,ค่าตอบแทน,ไม่ต้องจับกลุ่ม group,2020,manasikarn.sm,
192,งานสารบรรณ,ค่าไปรษณีย์,5000,เพื่อเป็นค่าไปรษณีย์ของคณะฯ ค่าเช่าตู้ไปรษณีย์ และอื่นๆ ที่เกี่ยวข้อง,ส่วนกลางคณะ,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบดำเนินงาน,ค่าสาธารนูปโภค,ไม่ต้องจับกลุ่ม group,2020,manasikarn.sm,
193,งานสารบรรณ,ค่าโทรศัพท์คณะ (หมายเลขภายใน),50000,เพื่อเป็นค่าใช้จ่ายการใช้โทรศัพท์เครื่องหมายเลขภายในและค่าบำรุงเลขหมายของคณะฯ,ส่วนกลางคณะ,แผนงานการบริหารการศึกษา,งานบริหารทั่วไป,รายจ่ายประจำ,งบดำเนินงาน,ค่าสาธารนูปโภค,ไม่ต้องจับกลุ่ม group,2020,manasikarn.sm,
194,งานบริการวิชาการ,ค่าใช้จ่ายสนับสนุนงานบริการวิชาการของสาขาวิชาเศรษฐศาสตร์เกษตร,50000,"เพื่อเป็นค่าใช้จ่ายในการให้บริการวิชาการแก่สังคมและชุมชนแบบให้เปล่าของสาขาวิชาเศรษฐศาสตร์เกษตร: โครงการอบรมเกษตรกร/อบรมหน่วยงานที่เกี่ยวข้อง หรือการจัดโครงการให้บริการวิชาการแก่สังคมอื่น ๆ จำนวน 50,000 บาท",สาขาวิชาเศรษฐศาสตร์เกษตร,แผนงานบริการวิชาการ,งานบริการวิชาการเพื่อสังคม,รายจ่ายประจำ,งบรายจ่ายอื่น,ไม่มี,ไม่ต้องจับกลุ่ม group,2020,manasikarn.sm,
